rhoc,phi,PV_losses_eqm,PV_losses_planner,cases_per_100k_eqm,cases_per_100k_planner,economic_loss_ratio,total_economic_savings,cases_per_100k_ratio,cases_per_100k_difference,productivity_loss,asymptomatic_prop,c_l_contact_ratio,avoid_unavoid_contact_ratio,economic_loss_ratio_ADJUSTED
0,0.1,4196.587970745054,1094.6498551552327,57589.65489357173,57589.45132824421,0.7391571765476679,1026749739498.1753,1.0000035347676148,0.20356532751611667,90,-23.915737298636927,0,2.1172207530750637,0.9015562484407996
0,0.2,4396.576127580287,1188.002955823273,62840.898981933125,62840.227852453456,0.7297890628185015,1062046225779.05,1.000010679933899,0.6711294796696166,80,-10.147322043232823,0,2.1172207530750637,0.8901298810366683
0,0.3,4455.410978938923,1218.5854557144244,65446.63175686881,65444.82205753633,0.7264931425013824,1071397829011.7711,1.0000276522920466,1.809699332479795,70,3.621093212171278,0,2.1172207530750637,0.8861098192006455
0,0.4,4465.210381358587,1229.6928743276494,67097.75430988724,67075.24152442474,0.7246058372834154,1070964872184.1516,1.0003356348028103,22.512785462502507,60,17.38950846757539,0,2.1172207530750637,0.8838078570930459
0,0.5,4450.481497717934,1221.6919141857009,68269.96600081938,68269.24654901998,0.7254921934149944,1068737911670.3552,1.0000105384464566,0.7194517993921181,50,31.157923722979486,0,2.1172207530750637,0.8848889531496398
0,0.6,4421.126948300333,1210.8294981684965,69159.94171552472,69154.57903145844,0.7261265029645914,1062616966492.1782,1.0000775463337552,5.362684066276415,40,44.92633897838359,0,2.1172207530750637,0.885662625862331
0,0.7,4382.080348069984,1193.439450392445,69866.47805623928,69862.67372745131,0.7276545942572514,1055448590218.2853,1.0000544543829344,3.8043287879700074,30.000000000000004,58.69475423378769,0,2.1172207530750637,0.8875264517126329
0,0.8,4336.139655963914,1172.3865742352557,70445.59547737321,70439.62048736443,0.7296243508617721,1047210657161.6057,1.0000848242788283,5.97499000877724,19.999999999999996,72.4631694891918,0,2.1172207530750637,0.8899289804724935
0,0.9,4285.039256163339,1147.0973240293074,70931.82790347483,70925.84202469712,0.7323017934131193,1038667098220.4265,1.0000843963019237,5.985878777704784,9.999999999999998,86.2315847445959,0,2.1172207530750637,0.8931946797562137
1,0.1,3969.119619133894,992.8773228466711,53034.499361851806,53033.852084371734,0.7498494834823527,985144090089.3982,1.000012204987091,0.6472774800713523,90,-23.915737298636927,0.13310171859608033,2.3990264739566425,0.914597745476972
1,0.2,4246.1760474223875,1108.9544067695426,59324.13916454844,59323.308938145005,0.7388345668233125,1038428679830.6611,1.0000139949442857,0.8302264034355176,80,-10.147322043232823,0.13310171859608033,2.3990264739566425,0.901162758636427
1,0.3,4344.011050628914,1151.4512635577098,62558.34997999927,62563.105355053805,0.7349336246759763,1056745752996.5641,0.9999239907445843,-4.755375054533943,70,3.621093212171278,0.13310171859608033,2.3990264739566425,0.896404746566297
1,0.4,4380.6173775457655,1169.6972508191125,64702.80364345987,64701.56626158596,0.7329834701348801,1062823074095.7781,1.0000191244500776,1.2373818739069975,60,17.38950846757539,0.13310171859608033,2.3990264739566425,0.8940261266086822
1,0.5,4386.613185495036,1174.4093411366161,66300.55868843062,66295.85246989013,0.7322742417726804,1063247988035.0284,1.0000709881291991,4.706218540493865,50,31.157923722979486,0.13310171859608033,2.3990264739566425,0.8931610747877704
1,0.6,4374.218417895321,1170.8972975422034,67574.52058089945,67547.45008173193,0.7323185114049273,1060307782841.172,1.0004007627102838,27.070499167515663,40,44.92633897838359,0.13310171859608033,2.3990264739566425,0.8932150708319606
1,0.7,4349.478535359077,1161.4368388690352,68636.33307713686,68625.39422421755,0.7329710149326782,1055250253036.7411,1.00015939949115,10.938852919309284,30.000000000000004,58.69475423378769,0.13310171859608033,2.3990264739566425,0.8940109348934058
1,0.8,4315.808639859191,1145.5120489868932,69549.25581269337,69541.63514942778,0.7345776551797563,1049376576034.993,1.000109584182903,7.620663265595795,19.999999999999996,72.4631694891918,0.13310171859608033,2.3990264739566425,0.895970567566547
1,0.9,4275.322117415119,1126.1816439549307,70352.31146862007,70348.41197474232,0.7365855453633454,1042373845086.7173,1.0000554311571261,3.8994938777468633,9.999999999999998,86.2315847445959,0.13310171859608033,2.3990264739566425,0.8984196081747335
2,0.1,3714.5546815794823,890.17136319758,48421.3731670074,48421.03316774673,0.7603558327968761,934878365824.5868,1.000007021726684,0.3399992606646265,90,-23.915737298636927,0.26620343719216066,2.680832194838221,0.9274124284339188
2,0.2,4084.1569473364866,1037.4646652291772,55870.04721992168,55841.80939484736,0.7459782572984206,1008463222158.7593,1.0005056753242836,28.237825074320426,80,-10.147322043232823,0.26620343719216066,2.680832194838221,0.9098759782182778
2,0.3,4227.306845593668,1090.0272332728484,59783.14144841933,59781.526630754764,0.7421461764931878,1038447868606.4437,1.0000270119843968,1.614817664565635,70,3.621093212171278,0.26620343719216066,2.680832194838221,0.9052019569084613
2,0.4,4294.187729482037,1117.1960541281358,62446.86075169239,62449.75158386181,0.7398353019226546,1051592666747.0726,0.9999537094688753,-2.8908321694252663,60,17.38950846757539,0.26620343719216066,2.680832194838221,0.9023833636856261
2,0.5,4322.8957505290155,1131.0942060620937,64480.93774113871,64474.96216217991,0.7383480261064181,1056494772684.4454,1.0000926806121075,5.975578958801634,50,31.157923722979486,0.26620343719216066,2.680832194838221,0.9005693208164958
2,0.6,4328.490287096792,1133.5588365534677,66137.879242448,66138.43319718336,0.738116811782482,1057530779893.1156,0.9999916243142062,-0.5539547353546368,40,44.92633897838359,0.26620343719216066,2.680832194838221,0.9002873067536042
2,0.7,4318.400088996953,1132.9556892358717,67543.92175214787,67530.77532723248,0.737644575331827,1054390540934.0217,1.0001946730931444,13.146424915394164,30.000000000000004,58.69475423378769,0.26620343719216066,2.680832194838221,0.8997113159679665
2,0.8,4296.828454887617,1127.7482062087047,68770.71294394566,68754.28786121338,0.737539392589458,1048973963544.4594,1.000238895394647,16.425082732283045,19.999999999999996,72.4631694891918,0.26620343719216066,2.680832194838221,0.8995830236891119
2,0.9,4266.3895893862245,1109.487138244331,69862.64020383231,69854.99316246792,0.7399470641395538,1044943080276.3649,1.000109470218494,7.647041364398319,9.999999999999998,86.2315847445959,0.26620343719216066,2.680832194838221,0.9025196810051112
3,0.1,3431.5684121711733,786.3542807454467,43728.79273768638,43728.62526575649,0.770846975407401,875572889964.578,1.0000038298009342,0.1674719298898708,90,-23.915737298636927,0.39930515578824105,2.9626379157197995,0.9402085636456187
3,0.2,3911.3923191752615,958.0601945075451,52472.69878620009,52466.46050959239,0.7550590387441479,977560762548.4767,1.0001189002754733,6.2382766076989355,80,-10.147322043232823,0.39930515578824105,2.9626379157197995,0.9209518840105458
3,0.3,4106.409108756386,1029.8860884674104,57114.17906794752,57114.48743520382,0.7492003204767612,1018337275578.1776,0.9999946008925206,-0.30836725629342254,70,3.621093212171278,0.39930515578824105,2.9626379157197995,0.9138059558786066
3,0.4,4206.852353974669,1068.8759279625287,60318.749322057316,60321.579884928775,0.7459202657890653,1038678515785.5239,0.9999530754519882,-2.830562871458824,60,17.38950846757539,0.39930515578824105,2.9626379157197995,0.9098052454847341
3,0.5,4259.973579923356,1094.4191439299666,62795.21202830306,62784.771811886385,0.7430925043554714,1047806910198.6217,1.0001662858065004,10.440216416674957,50,31.157923722979486,0.39930515578824105,2.9626379157197995,0.9063562009912965
3,0.6,4284.306651043722,1101.5296448788888,64830.32620722051,64832.202824843356,0.7428919695534539,1053507626582.4032,0.9999710542363042,-1.8766176228455151,40,44.92633897838359,0.39930515578824105,2.9626379157197995,0.9061116070002957
3,0.7,4288.98873930709,1107.591271629127,66567.37357491824,66560.28351200414,0.7417593425978394,1053050995686.0928,1.0001065209241908,7.090062914096052,30.000000000000004,58.69475423378769,0.39930515578824105,2.9626379157197995,0.904730132340527
3,0.8,4279.210763211484,1118.339792778349,68087.99774407441,68061.98619377047,0.7386574640368844,1046256670682.3103,1.000382174423031,26.011550303941476,19.999999999999996,72.4631694891918,0.39930515578824105,2.9626379157197995,0.9009467448726612
3,0.9,4258.224156872146,1092.3766816054756,69443.15036242033,69441.82554807741,0.7434666092336777,1047903906974.9247,1.0000190780460114,1.324814342922764,9.999999999999998,86.2315847445959,0.39930515578824105,2.9626379157197995,0.90681249986956
4,0.1,3118.0824390856264,680.9402718551753,38929.71801284206,38929.52437311024,0.7816156932480399,806700518217.1648,1.0000049741098804,0.19363973182043992,90,-23.915737298636927,0.5324068743843213,3.244443636601378,0.953343259708869
4,0.2,3728.515698661785,882.9793281613931,49125.19753314385,49124.67919946333,0.7631820811487245,941880082152.548,1.0000105513906445,0.5183336805202998,80,-10.147322043232823,0.5324068743843213,3.244443636601378,0.9308596274087774
4,0.3,3982.202924067498,973.993214138334,54544.59307851716,54541.81389400967,0.7554134651823623,995725388750.4944,1.000050955116984,2.7791845074898447,70,3.621093212171278,0.5324068743843213,3.244443636601378,0.9213841809294193
4,0.4,4119.308449383909,1022.945818842493,58308.148451993344,58316.55138618632,0.7516704972662374,1024904239166.5421,0.9998559082457169,-8.402934192978137,60,17.38950846757539,0.5324068743843213,3.244443636601378,0.9168188513627675
4,0.5,4198.275829067458,1059.6964156048807,61229.48141174067,61206.861039588315,0.7475877101099702,1038878106230.1383,1.000369572491844,22.62037215235614,50,31.157923722979486,0.5324068743843213,3.244443636601378,0.9118390414000497
4,0.6,4241.859062827519,1078.7571125607485,63635.40928377985,63610.57206976207,0.7456876580332031,1046995130921.5712,1.0003904573282338,24.837214017781662,40,44.92633897838359,0.5324068743843213,3.244443636601378,0.9095215318411585
4,0.7,4261.269427992437,1085.660312406515,65689.20069217065,65676.72717304289,0.7452260809244372,1051135035798.7057,1.0001899229706575,12.473519127757754,30.000000000000004,58.69475423378769,0.5324068743843213,3.244443636601378,0.9089585423448124
4,0.8,4262.898518605338,1088.8180636494942,67484.3256063,67479.4599380643,0.7445826920586148,1050629045077.6703,1.0000721059154913,4.865668235695921,19.999999999999996,72.4631694891918,0.5324068743843213,3.244443636601378,0.9081737955134704
4,0.9,4250.772483722939,1080.241682643765,69079.59223154464,69079.23830266972,0.7458716770233582,1049454100234.3604,1.00000512352023,0.3539288749161642,9.999999999999998,86.2315847445959,0.5324068743843213,3.244443636601378,0.9097459813569989
5,0.1,2771.025801847954,573.3664060611013,33988.97042743864,33988.66845441027,0.7930851435310591,727431086000.5065,1.0000088845206978,0.30197302837041207,90,-23.915737298636927,0.6655085929804017,3.5262493574829565,0.9673326450479021
5,0.2,3535.9462280921607,810.9330103741632,45819.8701732071,45819.16220249679,0.7706602538433661,901986599074.6974,1.0000154514110753,0.7079707103112014,80,-10.147322043232823,0.6655085929804017,3.5262493574829565,0.939980817777601
5,0.3,3855.3932364035204,918.0448758366189,52067.64560746322,52071.822178991446,0.761880353171701,972270094258.1483,0.9999197920995762,-4.176571528223576,70,3.621093212171278,0.6655085929804017,3.5262493574829565,0.9292718988055902
5,0.4,4032.0776600018035,983.9408229357264,56405.60799145722,56397.924338143646,0.7559717580104134,1008941373679.6266,1.0001362400018041,7.683653313571995,60,17.38950846757539,0.6655085929804017,3.5262493574829565,0.9220651354050831
5,0.5,4138.081587669657,1026.4836853217016,59771.589734657195,59749.96102918828,0.7519421346402787,1029947154523.2124,1.0003619869385079,21.62870546891645,50,31.157923722979486,0.6655085929804017,3.5262493574829565,0.917150169761137
5,0.6,4201.23001576026,1048.8056473721304,62539.30355449563,62536.333020495425,0.7503574802051544,1043460823013.4717,1.0000475009303669,2.97053400020377,40,44.92633897838359,0.6655085929804017,3.5262493574829565,0.915217353368447
5,0.7,4235.2018498157,1066.2794775518582,64895.258234318586,64886.7732450129,0.7482340829638949,1048921706032.5406,1.0001307660850025,8.484989305688941,30.000000000000004,58.69475423378769,0.6655085929804017,3.5262493574829565,0.9126274278268718
5,0.8,4247.804695993835,1076.2814516789092,66946.64122070863,66936.57935817698,0.7466264273651833,1049782601576.361,1.0001503193415038,10.061862531641964,19.999999999999996,72.4631694891918,0.6655085929804017,3.5262493574829565,0.910666556720771
5,0.9,4243.9695385698005,1077.6290049791328,68761.36833329187,68758.28487075646,0.7460799387965709,1048067110587.2656,1.0000448449600106,3.083462535418221,9.999999999999998,86.2315847445959,0.6655085929804017,3.5262493574829565,0.91
6,0.1,2385.3300112160177,462.84865241914395,28849.884938640942,28849.537829642548,0.8059603282385281,636346426259.8474,1.0000120317004884,0.3471089983941056,90,-23.915737298636927,0.7986103115764821,3.808055078364535,0.9830366165321045
6,0.2,3333.904765751588,739.691966988257,42548.33486678849,42548.73377221023,0.7781304449404383,858691313648.7921,0.9999906247404712,-0.39890542173816357,80,-10.147322043232823,0.7986103115764821,3.808055078364535,0.9490922729244861
6,0.3,3726.5400382602206,866.6309759060156,49676.83061591071,49678.76263712437,0.7674435355562119,946637481258.1663,0.999961109715478,-1.9320212136590271,70,3.621093212171278,0.7986103115764821,3.808055078364535,0.9360573593261756
6,0.4,3945.548712122691,942.006074194894,54602.517774950684,54609.02150184096,0.7612483984038565,994180575545.6339,0.9998809038010312,-6.503726890274265,60,17.38950846757539,0.7986103115764821,3.808055078364535,0.9285010982400823
6,0.5,4079.5645676444483,996.6720081700238,58410.89328661821,58393.71430217612,0.7556915715773301,1020445609934.2097,1.000294192356958,17.178984442085493,50,31.157923722979486,0.7986103115764821,3.808055078364535,0.9217233896472263
6,0.6,4162.433140353256,1024.710703589424,61530.32314237443,61533.54154686486,0.7538193001455733,1038594444671.0082,0.9999476967453925,-3.218404490427929,40,44.92633897838359,0.7986103115764821,3.808055078364535,0.9194397643755874
6,0.7,4210.7112599500415,1052.3061247626388,64173.98495119926,64155.94975336288,0.7500882725511024,1045440472679.0437,1.0002811149691604,18.035197836376028,30.000000000000004,58.69475423378769,0.7986103115764821,3.808055078364535,0.9148889985200612
6,0.8,4233.832079196418,1062.3997177283904,66464.63070195266,66455.46800842026,0.7490689999377504,1049752519113.1073,1.0001378771951654,9.162693532402045,19.999999999999996,72.4631694891918,0.7986103115764821,3.808055078364535,0.9136457831085244
6,0.9,4237.749496304119,1069.9811933165377,68480.42333711007,68473.82444948885,0.7475119295631553,1048539706042.6608,1.0000963709515902,6.598887621221365,9.999999999999998,86.2315847445959,0.7986103115764821,3.808055078364535,0.9117466112273355
7,0.1,1944.2829798235043,347.8481563229988,23301.970121665243,23301.711788618177,0.8210918061142647,528424158727.3844,1.0000110864407479,0.2583330470661167,90,-23.915737298636927,0.9317120301725624,4.089860799246114,1
7,0.2,3122.4198406119062,669.2090019453811,39301.44074115175,39303.194362677976,0.7856761626859778,812019291060.5531,0.9999553822137193,-1.7536215262225596,80,-10.147322043232823,0.9317120301725624,4.089860799246114,0.9582958485621274
7,0.3,3596.085822269752,818.5252214831283,47365.92643317796,47362.994521598695,0.7723844029488436,919379922173.5251,1.000061903002732,2.931911579267762,70,3.621093212171278,0.9317120301725624,4.089860799246114,0.9420837769973801
7,0.4,3860.009054624398,906.2970738157874,52891.05467136961,52889.447021664615,0.765208562728624,977686495938.1112,1.0000303964173483,1.607649704994401,60,17.38950846757539,0.9317120301725624,4.089860799246114,0.9333313440999982
7,0.5,4022.824167746608,961.0923054490422,57138.053746634134,57148.606992009496,0.7610901532424174,1013441363071.6613,0.9998153367871795,-10.553245375362167,50,31.157923722979486,0.9317120301725624,4.089860799246114,0.9283080852807178
7,0.6,4125.439040588943,1006.3503354299241,60598.53275690903,60584.48027580581,0.7560622456110129,1032426630111.7925,1.00023194852938,14.052481103222817,40,44.92633897838359,0.9317120301725624,4.089860799246114,0.9221755038954601
7,0.7,4187.706384998558,1031.2279359892098,63515.84055389626,63504.155025659704,0.7537487490328039,1044802734446.4625,1.0001840120261711,11.68552823655773,30.000000000000004,58.69475423378769,0.9317120301725624,4.089860799246114,0.919353712587727
7,0.8,4220.883297016401,1050.3388114232669,66030.03398013786,66022.60792351422,0.7511566329811308,1049458629844.7589,1.0001124774809296,7.426056623633485,19.999999999999996,72.4631694891918,0.9317120301725624,4.089860799246114,0.9161920867560134
7,0.9,4232.05046040627,1061.1274948174516,68230.51883828269,68226.45964374424,0.7492639785973665,1049583907726.6807,1.0000594958988,4.0591945384512655,9.999999999999998,86.2315847445959,0.9317120301725624,4.089860799246114,0.9138836002257315
8,0.1,1303.5549836281912,217.71139428233008,15438.626901892496,15437.968764326653,0.832986412528321,359417106644.8354,1.000042631098423,0.6581375658424804,90,-23.915737298636927,1.0648137487686427,4.371666520127692,1
8,0.2,2901.3154203307477,600.9374845319304,36068.9613017966,36068.52784338772,0.7928741286380286,761431195051.3164,1.0000120176351739,0.4334584088792326,80,-10.147322043232823,1.0648137487686427,4.371666520127692,0.9670752684014164
8,0.3,3464.3771118111476,775.5495519673765,45129.017027116555,45116.815373028934,0.7761359323950949,890009050390.1494,1.0002704458190752,12.201654087621137,70,3.621093212171278,1.0648137487686427,4.371666520127692,0.9466595491346063
8,0.4,3775.66856013486,871.1200215580792,51264.11988182297,51263.1798547316,0.769280590262678,961413266227.0902,1.0000183372762679,0.9400270913683926,60,17.38950846757539,1.0648137487686427,4.371666520127692,0.9382980304606665
8,0.5,3967.907322764436,938.8153791710567,55944.85765423474,55938.724643066154,0.7633978561482668,1002637463452.151,1.0001096380228136,6.133011168582016,50,31.157923722979486,1.0648137487686427,4.371666520127692,0.9311228099973619
8,0.6,4090.1920688346695,983.4913620461688,59735.43771875412,59740.67607489465,0.7595488560207457,1028326169810.5674,0.999912315084383,-5.238356140529504,40,44.92633897838359,1.0648137487686427,4.371666520127692,0.9264281520473119
8,0.7,4166.089854730711,1016.9249609392997,62912.88362621049,62908.006124457796,0.7559042180080314,1042381928281.0905,1.0000775338792816,4.877501752693206,30.000000000000004,58.69475423378769,1.0648137487686427,4.371666520127692,0.9219827562939831
8,0.8,4208.865719040099,1042.5508038992266,65636.15518112358,65613.30486797696,0.7522964918593322,1048058630812.4689,1.0003482573114189,22.85031314662774,19.999999999999996,72.4631694891918,1.0648137487686427,4.371666520127692,0.9175823822528156
8,0.9,4226.816247521446,1053.564457304806,68006.74472259718,67999.83754875699,0.7507427823666091,1050354754852.2037,1.00010157632855,6.907173840198084,9.999999999999998,86.2315847445959,1.0648137487686427,4.371666520127692,0.9156873096676197
9,0.1,237.9344348470429,81.95505164451895,2165.2546247486102,2164.897929019988,0.6555561547986777,51629589341.380295,1.000164763300773,0.35669572862207133,90,-23.915737298636927,1.197915467364723,4.65347224100927,0.7995873764265039
9,0.2,2670.146885406633,532.4043752451428,32838.555556843,32838.30191849233,0.8006085814398695,707598438018.8477,1.0000077238570768,0.25363835066673346,80,-10.147322043232823,1.197915467364723,4.65347224100927,0.9765090457805912
9,0.3,3331.6813503846465,724.3379847153021,42960.491865907694,42958.27356327108,0.7825908577266321,863037566103.8153,1.0000516385425346,2.2183026366110425,70,3.621093212171278,1.197915467364723,4.65347224100927,0.954532676056064
9,0.4,3692.677453578907,837.2018452670469,49715.27440581434,49716.94739657247,0.7732805380942116,945169996217.0634,0.9999663496886729,-1.6729907581247971,60,17.38950846757539,1.197915467364723,4.65347224100927,0.9431768005996503
9,0.5,3914.824013959293,913.0995682786438,54824.06096977285,54825.336837893235,0.7667584634653418,993578749091.8004,0.9999767284946346,-1.2758681203849846,50,31.157923722979486,1.197915467364723,4.65347224100927,0.9352217711133397
9,0.6,4056.6212977869045,966.4876804353452,58933.73588719501,58931.381941901986,0.761750577762185,1022842419287.5857,1.0000399438332424,2.353945293027209,40,44.92633897838359,1.197915467364723,4.65347224100927,0.9291136106429974
9,0.7,4145.764217360549,1004.8020658927234,62358.45053595327,62347.304926870005,0.757631642029936,1039666798826.5138,1.000178766493537,11.145609083265299,30.000000000000004,58.69475423378769,1.197915467364723,4.65347224100927,0.9240897099569764
9,0.8,4197.693629946951,1029.17719872111,65277.507645256825,65273.6406074464,0.7548231744739988,1048787338472.8125,1.0000592434828888,3.867037810421607,19.999999999999996,72.4631694891918,1.197915467364723,4.65347224100927,0.9206641983690019
9,0.9,4221.996784061391,1050.8139455243772,67805.18121481755,67785.33242035192,0.7511097238417277,1049669926361.4564,1.0002928184277766,19.848794465637184,9.999999999999998,86.2315847445959,1.197915467364723,4.65347224100927,0.9161348712826612
